id,name,email,password,role,maxOpenLeads,isAvailable,onLeave,delegatedUserId,managerId,department,territory,team,emailAlias,createdAt,updatedAt,skills,weight,lastAssignedAt,dedicatedEmail,dedicatedPhone,status,experienceYears,experienceTier,averageFirstResponseMinutes,slaComplianceRate,managerPerformanceRating,recentHighValueLeadCount,recentLeadValueAssigned
483561ee-4978-4ec5-bc44-6274d0dba919,Charlotte DuBois,charlottedubois@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,EMEA - France & Benelux,,,2026-08-05 11:08:12.504+00,2026-08-05 11:08:12.504+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
e059410e-b03d-4110-8dda-7e2322730e05,Amelia Rodriguez,ameliarodriguez@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,7df2b1eb-287b-4790-bc51-271d444a3d4e,Direct Enterprise Sales,LATAM - Brazil & Mexico,,,2026-08-05 11:08:12.979+00,2026-08-05 11:08:12.979+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
4760f22f-427c-460d-8bab-17f36ae27f98,Harper Vance,harpervance@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,7df2b1eb-287b-4790-bc51-271d444a3d4e,Direct Enterprise Sales,North America - West,,,2026-08-05 11:08:13.451+00,2026-08-05 11:08:13.451+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
aeceeffe-1a87-4ed1-82c9-5b41cc2e4c80,Daniel Kim,danielkim@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,APAC - Australia & NZ,,,2026-08-05 11:08:14.396+00,2026-08-05 11:08:14.396+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
1bb812ed-075a-4220-9893-33db0e58443c,Alexander Wright,alexanderwright@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,7df2b1eb-287b-4790-bc51-271d444a3d4e,Direct Enterprise Sales,North America - Central,,,2026-08-05 11:08:14.869+00,2026-08-05 11:08:14.869+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
ee399d9c-d933-48d5-b401-306ec7bdc22e,Scarlett Johansson,scarlettjohansson@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,7df2b1eb-287b-4790-bc51-271d444a3d4e,Direct Enterprise Sales,North America - East,,,2026-08-05 11:08:15.341+00,2026-08-05 11:08:15.341+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
73dd3a5d-5d54-4be3-bc58-f685204bd378,Henry Cavill,henrycavill@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,EMEA - Nordics,,,2026-08-05 11:08:15.814+00,2026-08-05 11:08:15.814+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
44eb7440-fb3c-48fc-80f4-4eefdcbab25e,Grace Kelly,gracekelly@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,7df2b1eb-287b-4790-bc51-271d444a3d4e,Direct Enterprise Sales,North America - South,,,2026-08-05 11:08:16.286+00,2026-08-05 11:08:16.286+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
e7de7c5d-e62d-48de-9ef9-3791d955ebe1,Sebastian Stan,sebastianstan@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,EMEA - Eastern Europe,,,2026-08-05 11:08:16.758+00,2026-08-05 11:08:16.758+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
ea85ac4e-8334-462a-a230-e754a5915324,Priya Sharma,priya_1786515831110@nexus.com,hashedpassword,sales_rep,20,t,f,,,,South India,,,2026-08-12 06:23:51.416+00,2026-08-12 06:23:51.416+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
2a3eb533-3bca-4452-a9a6-705ca2b6c49e,Vikram Malhotra,vikram_1786515831110@nexus.com,hashedpassword,senior_ae,20,t,f,,,,Global,,,2026-08-12 06:23:51.648+00,2026-08-12 06:23:51.648+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
ea818ba2-70c1-49e3-98b3-b897dc9b36c0,Rahul Verma,rahul_1786515831110@nexus.com,hashedpassword,sales_rep,20,t,f,,,,West India,,,2026-08-12 06:23:51.119+00,2026-08-12 06:24:04.208+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
7836bbe1-0eeb-4454-888f-2b2402264379,Priya Sharma,priya_1786515882418@nexus.com,hashedpassword,sales_rep,20,t,f,,,,South India,,,2026-08-12 06:24:42.728+00,2026-08-12 06:24:42.728+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
e0c67175-c49b-49f1-9e85-7bdbe3d07c1c,Vikram Malhotra,vikram_1786515882418@nexus.com,hashedpassword,senior_ae,20,t,f,,,,Global,,,2026-08-12 06:24:43.031+00,2026-08-12 06:24:43.031+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
7cd4892f-38fe-4d5f-959c-14bf5029b5e6,Ava Sterling,avasterling@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,EMEA - DACH Region,,,2026-08-05 11:08:09.668+00,2026-08-15 08:03:11.809+00,,100,2026-08-15 08:03:11.809+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
beef5be3-86a8-4538-8502-960569049d94,Priya Sharma,priya_1786515943845@nexus.com,hashedpassword,sales_rep,100,t,f,,,,South India,,,2026-08-12 06:25:44.157+00,2026-08-12 06:25:44.157+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
4ce3ad65-18c3-4b12-a3b8-a059d970ffc5,Vikram Malhotra,vikram_1786515943845@nexus.com,hashedpassword,senior_ae,100,t,f,,,,Global,,,2026-08-12 06:25:44.462+00,2026-08-12 06:25:44.462+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
1b707b38-8218-4114-a7a7-1000fdc3408c,Rahul Verma,rahul_1786515882418@nexus.com,hashedpassword,sales_rep,20,t,f,,,,West India,,,2026-08-12 06:24:42.427+00,2026-08-15 06:19:17.213+00,,100,2026-08-15 06:19:17.213+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
b7e7b8d5-25ec-483e-b3e7-741ef91250dc,Priya Sharma,priya_1786515985945@nexus.com,hashedpassword,sales_rep,100,t,f,,,,South India,,,2026-08-12 06:26:26.203+00,2026-08-12 06:26:26.203+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
bfdf8c1f-fe23-4dfb-b2da-5faedf129c36,Chloe O'Connor,chloeoconnor@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,EMEA - UK & Ireland,,,2026-08-05 11:08:17.231+00,2026-08-15 08:01:14.911+00,,100,2026-08-15 08:01:14.911+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
7486a411-91a0-45ef-80f5-4e0ed4bb891b,Lucas Tanaka,lucastanaka@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,APAC - Japan & Korea,,,2026-08-05 11:08:11.086+00,2026-08-15 07:57:52.854+00,,100,2026-08-15 07:57:52.853+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
aba0e0a8-5ab3-4f71-aa3f-84a3aab4d97a,Evelyn Zhang,evelynzhang@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,APAC - Southeast Asia,,,2026-08-05 11:08:13.923+00,2026-08-15 07:59:51.294+00,,100,2026-08-15 07:59:51.294+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
e692e3de-b959-42ca-b4dd-00a369d2e0e6,Vikram Malhotra,vikram_1786515985945@nexus.com,hashedpassword,senior_ae,100,t,f,,,,Global,,,2026-08-12 06:26:26.423+00,2026-08-12 06:26:26.423+00,,100,,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
8fc38563-4b63-4f74-ab98-7e32e5476ef7,Rahul Verma,rahul_1786516844087@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,rahul.direct_1786516844087@nexus.com,2026-08-12 06:40:44.349+00,2026-08-17 10:36:58.978+00,,100,2026-08-17 10:36:58.978+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
bb643de2-92dc-4e74-8a56-a275688b3f0e,Jackson Pollock,jacksonpollock@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_rep,35,t,f,,63fa2b66-da53-4776-811f-81daad0b4364,Direct Enterprise Sales,EMEA - Southern Europe,,,2026-08-05 11:08:10.14+00,2026-08-15 07:55:51.526+00,,100,2026-08-15 07:55:51.526+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
2ceac54d-eb8f-4b8e-a0f9-5e657c4542aa,Rahul Verma,rahul_1786516807103@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,rahul.direct_1786516807103@nexus.com,2026-08-12 06:40:07.365+00,2026-08-15 02:16:33.003+00,,100,2026-08-15 02:16:33.002+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
75a47989-b9ac-4733-a4ba-d3568a7b193c,Sarah Jenkins,sarah_1786516807103@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,sarah.alias_1786516807103@nexus.com,2026-08-12 06:40:07.112+00,2026-08-17 10:27:03.055+00,,100,2026-08-17 10:27:03.055+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Sarah Jenkins,sarah_1786516844087@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,sarah.alias_1786516844087@nexus.com,2026-08-12 06:40:44.09+00,2026-08-17 10:27:03.177+00,,100,2026-08-17 10:27:03.176+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
8f71bfd4-bcc9-40d6-9621-904c8077d318,Sophia Martinez,admin@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,admin,100,t,f,,,Executive Management,Global Headquarters,,,2026-08-05 11:08:05.14+00,2026-08-15 03:43:51.149+00,,100,2026-08-15 03:43:51.149+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
a7059642-3c33-42b6-9307-4860753ba1cc,Rahul Verma,rahul_1786516750097@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,rahul.direct_1786516750097@nexus.com,2026-08-12 06:39:10.419+00,2026-08-17 05:08:18.28+00,,100,2026-08-17 05:08:18.28+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
0d006baa-e2d4-4c4b-989e-9d8bbfe60dc1,Rahul Verma,rahul_1786515985945@nexus.com,hashedpassword,sales_rep,100,t,f,,,,West India,,,2026-08-12 06:26:25.954+00,2026-08-15 07:03:14.253+00,,100,2026-08-15 07:03:14.253+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
a6b3cb0c-bce8-41fe-8eef-03e0c5490a6f,Sarah Jenkins,sarah_1786516750097@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,sarah.alias_1786516750097@nexus.com,2026-08-12 06:39:10.107+00,2026-08-17 07:23:55.826+00,,100,2026-08-17 07:23:55.825+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
7df2b1eb-287b-4790-bc51-271d444a3d4e,Marcus Vance,marcus@nexus.com,$2b$10$vXVey6bet0T6.Kq4OtsA7OcwoxEAJXHwPMdkOA53y4tLsoRTaJp2q,sales_manager,50,t,f,,,North America Sales,North America,,,2026-08-05 11:08:05.379+00,2026-08-17 05:20:15.57+00,,100,2026-08-17 05:20:15.569+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
d71890f9-1f96-4d1d-be3b-bdd6832be466,Sarah Jenkins,sarah_1786516650048@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,,2026-08-12 06:37:30.05+00,2026-08-17 05:40:06.601+00,,100,2026-08-17 05:40:06.601+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
ef8cd2d6-7fc3-43cc-adbc-a972880998af,Rahul Verma,rahul_1786515943845@nexus.com,hashedpassword,sales_rep,100,t,f,,,,West India,,,2026-08-12 06:25:43.853+00,2026-08-17 05:10:23.799+00,,100,2026-08-17 05:10:23.798+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
255f20c1-f5f7-4cfc-b3c4-0c60e657b640,Rahul Verma,rahul_1786516650048@nexus.com,hashedpassword,sales_rep,100,t,f,,,,,,,2026-08-12 06:37:30.304+00,2026-08-15 07:49:09.598+00,,100,2026-08-15 07:49:09.598+00,,,Available,2.0,Sales Representative,15.0,0.9500,4.00,0,0.00
