id,name,primaryContactName,email,phone,address,industry,birthday,anniversaryDate,createdAt,updatedAt
4ce4b477-acdb-46b9-b7ed-e1c30cac4568,Matrix Pharmaceuticals Inc.,Jessica Sanchez,jessica.sanchez@matrixpharmaceuticalsinc.com,+1 (733) 202-8286,"4128 Business Avenue, Suite 771, Tokyo, Japan",Logistics,,,2026-08-05 11:08:21.25+00,2026-08-05 11:08:45.309+00
50b659ee-8449-4854-8c7d-a2704c56e320,Helios Holdings Inc.,Thomas Allen,thomas.allen@heliosholdingsinc.com,+1 (729) 706-6607,"7703 Business Avenue, Suite 286, Toronto, Canada",Construction,,,2026-08-05 11:08:21.486+00,2026-08-05 11:08:45.555+00
d1684f4a-9158-4049-9d4d-a1a06b5e5ffa,Aegis Systems Inc.,Sarah Flores,sarah.flores@aegissystemsinc.com,+1 (749) 315-2266,"4741 Business Avenue, Suite 374, Paris, France",Technology,,,2026-08-05 11:08:21.724+00,2026-08-05 11:08:45.795+00
45880b56-5d45-41a6-8fdb-7cf7d415fee9,Dynamic Energy Inc.,Charles Miller,charles.miller@dynamicenergyinc.com,+1 (761) 284-2923,"3075 Business Avenue, Suite 228, Singapore, Singapore",Retail,,,2026-08-05 11:08:21.961+00,2026-08-05 11:08:46.039+00
d968ffca-de67-45e0-9f70-e3e506e21219,Global Robotics Inc.,Karen Wilson,karen.wilson@globalroboticsinc.com,+1 (856) 423-1340,"2160 Business Avenue, Suite 660, Sydney, Australia",Healthcare,,,2026-08-05 11:08:22.198+00,2026-08-05 11:08:46.278+00
d0153f05-406c-4e7b-a7fe-b3f98cf3f4b2,Infinitum Pharmaceuticals Inc.,Christopher Lee,christopher.lee@infinitumpharmaceuticalsinc.com,+1 (277) 925-7354,"2695 Business Avenue, Suite 798, New York, United States",Manufacturing,,,2026-08-05 11:08:22.435+00,2026-08-05 11:08:46.527+00
a7df6bd2-a1c8-4647-a278-7207c58c805c,Orion Holdings Inc.,Nancy Ramirez,nancy.ramirez@orionholdingsinc.com,+1 (207) 977-8986,"9179 Business Avenue, Suite 706, San Francisco, United States",Automotive,,,2026-08-05 11:08:22.677+00,2026-08-05 11:08:46.778+00
78f00908-7fd8-4961-b413-2eb561ea6a21,Equinox Systems Inc.,Daniel Wright,daniel.wright@equinoxsystemsinc.com,+1 (530) 747-4319,"7681 Business Avenue, Suite 713, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:22.913+00,2026-08-05 11:08:47.019+00
2ab7e5c9-35f0-4480-ad52-c852f50f0211,Paramount Energy Inc.,Lisa Johnson,lisa.johnson@paramountenergyinc.com,+1 (987) 785-6742,"3214 Business Avenue, Suite 337, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:23.147+00,2026-08-05 11:08:47.269+00
dbb62477-9e5e-4401-b018-24659ced5447,Crestview Robotics Inc.,Matthew Rodriguez,matthew.rodriguez@crestviewroboticsinc.com,+1 (666) 791-4717,"3263 Business Avenue, Suite 407, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:23.382+00,2026-08-05 11:08:47.59+00
49955880-1394-42cb-a131-04b0ccd39d4d,Summit Pharmaceuticals Inc.,Betty Thomas,betty.thomas@summitpharmaceuticalsinc.com,+1 (568) 724-2907,"3886 Business Avenue, Suite 573, Tokyo, Japan",Logistics,,,2026-08-05 11:08:23.616+00,2026-08-05 11:08:47.84+00
e77f034c-3351-43e4-b06c-0466d38e2da5,Astral Holdings Inc.,Anthony Thompson,anthony.thompson@astralholdingsinc.com,+1 (880) 865-2328,"9256 Business Avenue, Suite 406, Toronto, Canada",Construction,,,2026-08-05 11:08:23.851+00,2026-08-05 11:08:48.083+00
2f694078-1b63-43a2-bd36-9661faa5afbc,Ironclad Energy Inc.,Donald Torres,donald.torres@ironcladenergyinc.com,+1 (940) 896-4380,"5043 Business Avenue, Suite 605, Singapore, Singapore",Retail,,,2026-08-05 11:08:24.319+00,2026-08-05 11:08:48.554+00
478a3057-5be6-45b8-a53b-f6e8f200c029,Catalyst Robotics Inc.,Sandra Brown,sandra.brown@catalystroboticsinc.com,+1 (631) 651-1322,"3117 Business Avenue, Suite 529, Sydney, Australia",Healthcare,,,2026-08-05 11:08:24.553+00,2026-08-05 11:08:48.804+00
78572ffd-b2af-47e3-bcea-e2c18c1f368c,Apex Pharmaceuticals Inc.,Mark Hernandez,mark.hernandez@apexpharmaceuticalsinc.com,+1 (389) 747-5512,"4837 Business Avenue, Suite 740, New York, United States",Manufacturing,,,2026-08-05 11:08:24.787+00,2026-08-05 11:08:49.044+00
7be32d2b-6bc4-4cf1-9649-5b2a4171ae6e,Vanguard Holdings Group,Ashley Moore,ashley.moore@vanguardholdingsgroup.com,+1 (582) 394-6748,"2046 Business Avenue, Suite 570, San Francisco, United States",Automotive,,,2026-08-05 11:08:25.022+00,2026-08-05 11:08:49.282+00
5155fef9-3722-4f5b-9b9a-3e392bf31623,Genesis Systems Group,Paul Harris,paul.harris@genesissystemsgroup.com,+1 (589) 244-1197,"615 Business Avenue, Suite 209, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:25.256+00,2026-08-05 11:08:49.523+00
efd9e626-374e-419f-9ea4-36fd12bde3b1,Horizon Energy Group,Kimberly Young,kimberly.young@horizonenergygroup.com,+1 (879) 349-3519,"8889 Business Avenue, Suite 721, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:25.49+00,2026-08-05 11:08:49.761+00
a5dd3d6d-64ec-4106-85a6-11e3e5a6309f,Pinnacle Robotics Group,Steven Hill,steven.hill@pinnacleroboticsgroup.com,+1 (329) 898-1622,"2802 Business Avenue, Suite 227, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:25.723+00,2026-08-05 11:08:50+00
90c07939-fd65-4d33-99bd-bd8d8026b67a,Acme Industrial Corp,Alice Walker,alice@acmeindustrial.com,+15551234567,,Manufacturing,,,2026-08-17 06:41:27.657+00,2026-08-17 06:41:27.657+00
1dbfd97b-1edd-480c-a2ff-f95162216b35,Quantum Holdings Group,Andrew Gonzalez,andrew.gonzalez@quantumholdingsgroup.com,+1 (973) 172-6409,"5370 Business Avenue, Suite 646, Toronto, Canada",Construction,,,2026-08-05 11:08:26.192+00,2026-08-05 11:08:50.991+00
79643362-51d0-4a00-b203-91ebe70703d6,Nexus Systems Group,Donna Martin,donna.martin@nexussystemsgroup.com,+1 (965) 998-4078,"5100 Business Avenue, Suite 723, Paris, France",Technology,,,2026-08-05 11:08:26.427+00,2026-08-05 11:08:51.231+00
4ba0473e-5b49-4921-8443-2397f9c6eb4b,Starlight Energy Group,Kenneth Clark,kenneth.clark@starlightenergygroup.com,+1 (415) 208-1900,"6344 Business Avenue, Suite 540, Singapore, Singapore",Retail,,,2026-08-05 11:08:26.661+00,2026-08-05 11:08:51.468+00
dcc85dfc-9e1f-4d7d-af81-c507949b4ade,Beacon Robotics Group,Michelle King,michelle.king@beaconroboticsgroup.com,+1 (882) 797-5687,"5122 Business Avenue, Suite 379, Sydney, Australia",Healthcare,,,2026-08-05 11:08:26.895+00,2026-08-05 11:08:51.704+00
5a8db5a7-7a00-4e6e-bb6d-6f9d85ca1973,Synergy Holdings Group,Mary Davis,mary.davis@synergyholdingsgroup.com,+1 (299) 478-4629,"2648 Business Avenue, Suite 292, San Francisco, United States",Automotive,,,2026-08-05 11:08:27.364+00,2026-08-05 11:08:52.181+00
09b18443-1d83-4a99-9f36-95786daaf988,Velocity Systems Group,John Anderson,john.anderson@velocitysystemsgroup.com,+1 (660) 691-9433,"9124 Business Avenue, Suite 712, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:27.598+00,2026-08-05 11:08:52.419+00
12f4a62d-92cf-4e29-93b9-126d9828178c,Omni Energy Group,Patricia Perez,patricia.perez@omnienergygroup.com,+1 (519) 143-4613,"4998 Business Avenue, Suite 620, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:27.832+00,2026-08-05 11:08:52.665+00
478016c6-fd22-45fe-9380-a8b7929c8617,Prism Robotics Group,Robert Lewis,robert.lewis@prismroboticsgroup.com,+1 (550) 946-8827,"9723 Business Avenue, Suite 197, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:28.066+00,2026-08-05 11:08:52.909+00
ec16e03f-6fae-4344-9199-a873a592e170,Matrix Pharmaceuticals Group,Jennifer Scott,jennifer.scott@matrixpharmaceuticalsgroup.com,+1 (818) 429-4403,"4319 Business Avenue, Suite 660, Tokyo, Japan",Logistics,,,2026-08-05 11:08:28.301+00,2026-08-05 11:08:53.179+00
d06533e1-c4d3-4dc6-9570-892696133cf1,Helios Holdings Group,Michael Williams,michael.williams@heliosholdingsgroup.com,+1 (621) 410-9858,"7355 Business Avenue, Suite 436, Toronto, Canada",Construction,,,2026-08-05 11:08:28.536+00,2026-08-05 11:08:53.415+00
89f6a116-5a31-4ee1-9dec-f734088cd09f,Aegis Systems Group,Linda Martinez,linda.martinez@aegissystemsgroup.com,+1 (670) 679-2565,"4139 Business Avenue, Suite 574, Paris, France",Technology,,,2026-08-05 11:08:28.77+00,2026-08-05 11:08:53.652+00
108f4a8a-e7cd-4edf-833c-e94e9aca3c33,Dynamic Energy Group,William Taylor,william.taylor@dynamicenergygroup.com,+1 (836) 996-9230,"7056 Business Avenue, Suite 288, Singapore, Singapore",Retail,,,2026-08-05 11:08:29.003+00,2026-08-05 11:08:53.889+00
77fa6aef-8cff-49ec-956b-84de4fe5eec1,Global Robotics Group,Elizabeth White,elizabeth.white@globalroboticsgroup.com,+1 (646) 804-2085,"4334 Business Avenue, Suite 771, Sydney, Australia",Healthcare,,,2026-08-05 11:08:29.237+00,2026-08-05 11:08:54.126+00
e1d32f2d-a8fb-4ce7-9f64-469eb261e242,Infinitum Pharmaceuticals Group,David Walker,david.walker@infinitumpharmaceuticalsgroup.com,+1 (960) 134-5809,"9816 Business Avenue, Suite 577, New York, United States",Manufacturing,,,2026-08-05 11:08:29.47+00,2026-08-05 11:08:54.362+00
172f10bc-55dd-4489-a682-f84a75d2ead1,Orion Holdings Group,Barbara Nguyen,barbara.nguyen@orionholdingsgroup.com,+1 (569) 120-2198,"5247 Business Avenue, Suite 722, San Francisco, United States",Automotive,,,2026-08-05 11:08:29.705+00,2026-08-05 11:08:54.599+00
90a4e029-3edc-40d9-9712-05f736eb42a7,Equinox Systems Group,Richard Jones,richard.jones@equinoxsystemsgroup.com,+1 (463) 422-5847,"9463 Business Avenue, Suite 585, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:29.939+00,2026-08-05 11:08:54.834+00
ffec5efc-4483-451b-b256-64f797a5fb9f,Paramount Energy Group,Susan Lopez,susan.lopez@paramountenergygroup.com,+1 (733) 703-3258,"4139 Business Avenue, Suite 571, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:30.174+00,2026-08-05 11:08:55.07+00
bb895974-88a7-43fc-bb2c-9e08a5e2d5f2,Crestview Robotics Group,Joseph Jackson,joseph.jackson@crestviewroboticsgroup.com,+1 (635) 815-1092,"1186 Business Avenue, Suite 372, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:30.408+00,2026-08-05 11:08:55.311+00
858fe24e-865c-488f-b1ac-20a02345af1c,Astral Holdings Group,Thomas Allen,thomas.allen@astralholdingsgroup.com,+1 (313) 521-9361,"9866 Business Avenue, Suite 479, Toronto, Canada",Construction,,,2026-08-05 11:08:30.875+00,2026-08-05 11:08:55.784+00
3a11b027-3335-4ec0-8e92-1bb2711636a2,Veritas Systems Group,Sarah Flores,sarah.flores@veritassystemsgroup.com,+1 (285) 260-2792,"5865 Business Avenue, Suite 571, Paris, France",Technology,,,2026-08-05 11:08:31.109+00,2026-08-05 11:08:56.022+00
772a2c1d-cdf3-4c9d-809d-a4bc2ee61036,Ironclad Energy Group,Charles Miller,charles.miller@ironcladenergygroup.com,+1 (281) 641-9796,"6219 Business Avenue, Suite 780, Singapore, Singapore",Retail,,,2026-08-05 11:08:31.343+00,2026-08-05 11:08:56.26+00
4f12f495-b269-41b1-8c98-960d83e9fbf4,Catalyst Robotics Group,Karen Wilson,karen.wilson@catalystroboticsgroup.com,+1 (846) 350-4404,"1237 Business Avenue, Suite 140, Sydney, Australia",Healthcare,,,2026-08-05 11:08:31.592+00,2026-08-05 11:08:56.505+00
bd2ace4e-acd4-4ad6-bcee-a6703556f367,Apex Pharmaceuticals Group,Christopher Lee,christopher.lee@apexpharmaceuticalsgroup.com,+1 (523) 370-7066,"4223 Business Avenue, Suite 353, New York, United States",Manufacturing,,,2026-08-05 11:08:31.842+00,2026-08-05 11:08:56.746+00
faf41b85-cdfa-4c94-a793-b4b6d71d2080,Vanguard Holdings Group,Nancy Ramirez,nancy.ramirez@vanguardholdingsgroup.com,+1 (270) 137-5895,"1648 Business Avenue, Suite 617, San Francisco, United States",Automotive,,,2026-08-05 11:08:32.08+00,2026-08-05 11:08:56.987+00
04e6b7c8-a7c0-4730-a3b1-21f3ec80851f,Genesis Systems Group,Daniel Wright,daniel.wright@genesissystemsgroup.com,+1 (528) 875-8336,"4512 Business Avenue, Suite 354, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:32.314+00,2026-08-05 11:08:57.29+00
1c7d06db-8212-427f-ab14-85af593585bd,Horizon Energy Group,Lisa Johnson,lisa.johnson@horizonenergygroup.com,+1 (350) 314-6783,"2504 Business Avenue, Suite 706, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:32.55+00,2026-08-05 11:08:57.548+00
05e0182a-c179-49a0-bf01-7c1ebe4ada15,Pinnacle Robotics Group,Matthew Rodriguez,matthew.rodriguez@pinnacleroboticsgroup.com,+1 (637) 794-9321,"3576 Business Avenue, Suite 164, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:32.784+00,2026-08-05 11:08:57.796+00
0f86c212-7a93-40c8-9f27-eda83ca34b3e,Titan Pharmaceuticals Group,Betty Thomas,betty.thomas@titanpharmaceuticalsgroup.com,+1 (384) 160-7709,"7533 Business Avenue, Suite 208, Tokyo, Japan",Logistics,,,2026-08-05 11:08:33.02+00,2026-08-05 11:08:58.082+00
6922cd0f-1cdf-47d6-b389-cce3df80765c,Quantum Holdings Group,Anthony Thompson,anthony.thompson@quantumholdingsgroup.com,+1 (649) 368-4699,"7440 Business Avenue, Suite 603, Toronto, Canada",Construction,,,2026-08-05 11:08:33.254+00,2026-08-05 11:08:58.353+00
a78c7fbc-2a80-4f9e-a179-cf78de6bc10f,Nexus Systems Group,Margaret Robinson,margaret.robinson@nexussystemsgroup.com,+1 (831) 583-2568,"8813 Business Avenue, Suite 683, Paris, France",Technology,,,2026-08-05 11:08:33.487+00,2026-08-05 11:08:58.593+00
bff1e3d7-07bf-4d36-840b-0d83b78cda0a,Beacon Robotics Group,Sandra Brown,sandra.brown@beaconroboticsgroup.com,+1 (945) 545-9073,"5489 Business Avenue, Suite 608, Sydney, Australia",Healthcare,,,2026-08-05 11:08:33.958+00,2026-08-05 11:08:59.078+00
1e46e8fa-fb49-4667-acf5-0f6b3b431d4a,Sterling Pharmaceuticals Group,Mark Hernandez,mark.hernandez@sterlingpharmaceuticalsgroup.com,+1 (549) 190-6747,"932 Business Avenue, Suite 178, New York, United States",Manufacturing,,,2026-08-05 11:08:34.194+00,2026-08-05 11:08:59.314+00
928154de-f1e0-4b45-9c41-3afe0c939040,Synergy Holdings Group,Ashley Moore,ashley.moore@synergyholdingsgroup.com,+1 (478) 710-4098,"9205 Business Avenue, Suite 252, San Francisco, United States",Automotive,,,2026-08-05 11:08:34.431+00,2026-08-05 11:08:59.552+00
0d47357e-2d9b-4cdc-88b1-f30d11206ffe,buildcorp llc,Tariq Jameel,tariq@buildcorp.ae,+971509876543,,,,,2026-08-05 11:08:38.125+00,2026-08-05 11:08:38.125+00
b4cafd13-c55f-43b2-b3bb-26602bc548ff,riyadh construction,Majed Al-Otaibi,majed@riyadhconst.com,+966501234567,,,,,2026-08-05 11:08:38.18+00,2026-08-05 11:08:38.18+00
43aa40c7-1fe7-464b-955f-2d1477019e37,Apex Pharmaceuticals Inc.,James Smith,james.smith@apexpharmaceuticalsinc.com,+1 (868) 453-8758,"681 Business Avenue, Suite 219, New York, United States",Manufacturing,,,2026-08-05 11:08:17.703+00,2026-08-05 11:08:41.613+00
636bbea6-be8d-4785-afa1-d606dc9b4ca7,Velocity Systems Inc.,Richard Jones,richard.jones@velocitysystemsinc.com,+1 (611) 535-6246,"743 Business Avenue, Suite 114, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:20.548+00,2026-08-05 11:08:44.597+00
688e39a3-e9b4-46e6-ab8e-a6806bc6730c,Veritas Systems Inc.,Margaret Robinson,margaret.robinson@veritassystemsinc.com,+1 (279) 789-3237,"5518 Business Avenue, Suite 177, Paris, France",Technology,,,2026-08-05 11:08:24.085+00,2026-08-05 11:08:48.318+00
2aee8d1f-c2a1-47af-84d5-41b6427ecf4c,Titan Pharmaceuticals Group,Emily Garcia,emily.garcia@titanpharmaceuticalsgroup.com,+1 (453) 529-3311,"4931 Business Avenue, Suite 592, Tokyo, Japan",Logistics,,,2026-08-05 11:08:25.958+00,2026-08-05 11:08:50.238+00
e3e41a3b-c324-4b7d-a84b-514156c3c2a5,Sterling Pharmaceuticals Group,James Smith,james.smith@sterlingpharmaceuticalsgroup.com,+1 (949) 748-4400,"8141 Business Avenue, Suite 532, New York, United States",Manufacturing,,,2026-08-05 11:08:27.129+00,2026-08-05 11:08:51.942+00
8ffda739-8f65-4e81-88bd-98acbcbf7dfa,Summit Pharmaceuticals Group,Jessica Sanchez,jessica.sanchez@summitpharmaceuticalsgroup.com,+1 (674) 197-3840,"513 Business Avenue, Suite 532, Tokyo, Japan",Logistics,,,2026-08-05 11:08:30.642+00,2026-08-05 11:08:55.547+00
ebb302f1-47f7-4066-9378-2eb05dd0e3f2,Starlight Energy Group,Donald Torres,donald.torres@starlightenergygroup.com,+1 (895) 100-6938,"9495 Business Avenue, Suite 619, Singapore, Singapore",Retail,,,2026-08-05 11:08:33.723+00,2026-08-05 11:08:58.84+00
bf230543-be02-465c-9dd2-e181a2eaecc0,Omni Energy Group,Kimberly Young,kimberly.young@omnienergygroup.com,+1 (424) 459-9635,"5744 Business Avenue, Suite 250, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:34.932+00,2026-08-05 11:09:00.046+00
cc317d39-a852-44da-ae6f-470f3e775a6d,Prism Robotics Group,Steven Hill,steven.hill@prismroboticsgroup.com,+1 (793) 544-1190,"9852 Business Avenue, Suite 456, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:35.181+00,2026-08-05 11:09:00.291+00
9aecb2fe-2643-4ee5-a0ae-00bb2fc020db,Matrix Pharmaceuticals Group,Emily Garcia,emily.garcia@matrixpharmaceuticalsgroup.com,+1 (488) 352-9930,"9582 Business Avenue, Suite 672, Tokyo, Japan",Logistics,,,2026-08-05 11:08:35.417+00,2026-08-05 11:09:00.585+00
4c823b82-54e1-4252-aaf0-fc85fc2c1d19,Helios Holdings Group,Andrew Gonzalez,andrew.gonzalez@heliosholdingsgroup.com,+1 (568) 877-2218,"1518 Business Avenue, Suite 770, Toronto, Canada",Construction,,,2026-08-05 11:08:35.652+00,2026-08-05 11:09:00.835+00
fa055f48-ccde-4a5f-ac3b-8dbc0000b7db,Aegis Systems Group,Donna Martin,donna.martin@aegissystemsgroup.com,+1 (811) 823-3735,"8102 Business Avenue, Suite 724, Paris, France",Technology,,,2026-08-05 11:08:35.912+00,2026-08-05 11:09:01.07+00
66a037e6-a5a1-4338-b448-cac7e6cd9098,Dynamic Energy Group,Kenneth Clark,kenneth.clark@dynamicenergygroup.com,+1 (470) 892-3521,"2351 Business Avenue, Suite 684, Singapore, Singapore",Retail,,,2026-08-05 11:08:36.196+00,2026-08-05 11:09:01.306+00
446bda77-5583-4d2e-b5b7-9cb040d25041,Global Robotics Group,Michelle King,michelle.king@globalroboticsgroup.com,+1 (626) 270-1050,"2486 Business Avenue, Suite 126, Sydney, Australia",Healthcare,,,2026-08-05 11:08:36.434+00,2026-08-05 11:09:01.542+00
ea6804a2-e0d8-4583-9d47-8c739438cf8b,Infinitum Pharmaceuticals Group,James Smith,james.smith@infinitumpharmaceuticalsgroup.com,+1 (762) 177-2358,"6684 Business Avenue, Suite 487, New York, United States",Manufacturing,,,2026-08-05 11:08:36.675+00,2026-08-05 11:09:01.782+00
7b00b488-f07a-4e01-a83c-aeff07e5bd7f,Orion Holdings Group,Mary Davis,mary.davis@orionholdingsgroup.com,+1 (383) 666-8304,"7834 Business Avenue, Suite 516, San Francisco, United States",Automotive,,,2026-08-05 11:08:36.922+00,2026-08-05 11:09:02.022+00
9b0fb6a1-768f-4616-92f5-7a5c92de5f81,Equinox Systems Group,John Anderson,john.anderson@equinoxsystemsgroup.com,+1 (853) 662-2391,"4555 Business Avenue, Suite 338, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:37.161+00,2026-08-05 11:09:02.259+00
bd3478a6-5401-43f0-a1c7-ebb71e0a6462,Paramount Energy Group,Patricia Perez,patricia.perez@paramountenergygroup.com,+1 (286) 248-1304,"595 Business Avenue, Suite 781, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:37.396+00,2026-08-05 11:09:02.51+00
82a624c8-69a8-4397-8ae6-b7d7c1319fdb,Crestview Robotics Group,Robert Lewis,robert.lewis@crestviewroboticsgroup.com,+1 (839) 535-6436,"689 Business Avenue, Suite 125, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:37.686+00,2026-08-05 11:09:02.753+00
4809eb01-562e-4b91-8a98-1976c98cba39,Astral Holdings Group,Michael Williams,michael.williams@astralholdingsgroup.com,+1 (954) 240-6665,"8020 Business Avenue, Suite 279, Toronto, Canada",Construction,,,2026-08-05 11:08:38.168+00,2026-08-05 11:09:03.241+00
50f729ac-8a5f-4efa-bca2-09519990e6eb,Veritas Systems Group,Linda Martinez,linda.martinez@veritassystemsgroup.com,+1 (635) 715-9547,"3472 Business Avenue, Suite 244, Paris, France",Technology,,,2026-08-05 11:08:38.412+00,2026-08-05 11:09:03.48+00
9cc5552f-3104-4ca1-9c45-7dce1faeea5b,Ironclad Energy Group,William Taylor,william.taylor@ironcladenergygroup.com,+1 (252) 471-6640,"7902 Business Avenue, Suite 741, Singapore, Singapore",Retail,,,2026-08-05 11:08:38.674+00,2026-08-05 11:09:03.72+00
039a230d-6542-41b3-8b8a-5a92da7bae40,Catalyst Robotics Group,Elizabeth White,elizabeth.white@catalystroboticsgroup.com,+1 (410) 309-5724,"286 Business Avenue, Suite 575, Sydney, Australia",Healthcare,,,2026-08-05 11:08:38.917+00,2026-08-05 11:09:03.96+00
37929602-4c05-4469-b87a-e97704335442,Apex Pharmaceuticals Group,David Walker,david.walker@apexpharmaceuticalsgroup.com,+1 (682) 611-7598,"2100 Business Avenue, Suite 596, New York, United States",Manufacturing,,,2026-08-05 11:08:39.16+00,2026-08-05 11:09:04.205+00
23631fa2-d33a-4b69-bc87-ac5cb4946088,Vanguard Holdings Group,Barbara Nguyen,barbara.nguyen@vanguardholdingsgroup.com,+1 (489) 455-7538,"850 Business Avenue, Suite 653, San Francisco, United States",Automotive,,,2026-08-05 11:08:39.4+00,2026-08-05 11:09:04.441+00
