id,firstName,lastName,company,email,phone,status,source,industry,leadScore,sourceDetail,campaign,rawPayload,isStrategic,optedOutEmail,subject,body,budgetRange,customerId,leadNumber,categoriesData,recipientEmail,assignmentMethod,lastWhatsappAt,unreadWhatsappCount,whatsappPhone,communicationChannel,createdAt,updatedAt,assignedToId,temperature,temperatureOverride,lastInboundAt,responsivenessScore,assignmentType,nextAction,nextActionDue,qualificationData,accountId,campaignId,adId,sourceType,sourceChannel,sourceName,referringAccountId,firstTouchAttribution,lastTouchAttribution
0608fa65-f52b-4822-8b72-c2312f0f0508,Susan,White,Pinnacle Robotics Inc.,susan.white@pinnacleroboticsinc.com,+1 (769) 679-6428,NEW,Partner Referral,FMCG,59,,Q1 Enterprise Tech Expo,,f,f,,,$146k,099261bd-f4cb-4545-bf46-3b461d7707ce,LD-2025-01005,,,,,0,,,2026-02-23 11:09:07.541+00,2026-08-05 11:09:07.542+00,bfdf8c1f-fe23-4dfb-b2da-5faedf129c36,Warm,f,,0,AUTOMATIC,Reply to Lead,,,099261bd-f4cb-4545-bf46-3b461d7707ce,,,,,,,,
be760276-1baa-4088-ad9a-856dceb90df8,Alexander,Vance,Nexus Industrial Systems 890419,lead_890419@nexus-industrial.com,+966551234567,CONVERTED,Website,Manufacturing,100,Industrial Automation Demo Form,Automation 2026 Promo,,f,f,,Looking for complete automated PLC control packaging lines.,"₹20,00,000 - ₹50,00,000",cad6bd3b-9cd1-46a9-b5d5-1bc10ab4b3ee,LD-001080,,,,,0,,email,2026-08-17 07:48:13.257+00,2026-08-17 09:46:16.547+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Follow Up on Opportunity,2026-08-18 07:48:16.518+00,"{""requirement"":""2 Industrial PLC Packaging Lines with Conveyors"",""estimatedValue"":2400000,""budget"":""Approved ₹25,00,000 CapEx"",""timeline"":""Within 60 Days"",""decisionMaker"":""Alexander Vance (Managing Director)"",""productService"":""General Solutions"",""probability"":50,""notes"":""High intent client, ready for immediate proposal."",""qualifiedAt"":""2026-08-17T07:48:18.914Z"",""qualifiedBy"":""42a679ed-ba3b-4b85-bf6a-9d83beb83b78"",""opportunityId"":""68dede40-f7bf-46e6-a270-c44e70b012f2"",""accountId"":""cad6bd3b-9cd1-46a9-b5d5-1bc10ab4b3ee"",""convertedAt"":""2026-08-17T07:48:18.914Z"",""convertedAccountId"":""cad6bd3b-9cd1-46a9-b5d5-1bc10ab4b3ee"",""convertedContactId"":""008ef736-29e8-486a-b5c0-3cc7755a70dc"",""convertedOpportunityId"":""68dede40-f7bf-46e6-a270-c44e70b012f2""}",cad6bd3b-9cd1-46a9-b5d5-1bc10ab4b3ee,,,,,,,,
0d2ec284-e7b9-450b-a70f-04d9f56d9baa,Hassan,Raza,KFN Holdings,hassan.raza@kfn.com.sa,+966551122334,NEW,LinkedIn,,95,LinkedIn Lead Gen Forms Mock,Enterprise Prefab Buildings,"{""simulated"":true,""linkedin_form_id"":""li_form_993"",""profile_url"":""linkedin.com/in/hassanraza""}",f,f,,,,adc833ad-1be5-41fe-9540-6f265e97aa49,LD-001082,,,,,0,,email,2026-08-17 07:50:15.946+00,2026-08-17 09:46:16.778+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 09:50:15.945+00,,adc833ad-1be5-41fe-9540-6f265e97aa49,,,,,,,,
be3165ac-3cca-4785-8e91-b26d8b5cc32d,Tariq,Jameel,BuildCorp LLC,tariq@buildcorp.ae,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,695729d5-b8d4-4caf-9188-262a2db133aa,LD-001084,,,,,0,,email,2026-08-17 09:43:43.006+00,2026-08-17 09:46:17.01+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:43:43.006+00,,695729d5-b8d4-4caf-9188-262a2db133aa,,,,,,,,
9ea5876f-cb46-40b7-94fe-c3bddb9e216c,Khaled,Al-Masri,Red Sea Dev,khaled@redseadev.sa,+966501234567,NEW,Email,,85,Gmail Mock Integration,GCC Site Cabin Campaign,"{""simulated"":true,""headers"":{""from"":""khaled@redseadev.sa"",""subject"":""Quote request for site cabins""}}",f,f,,,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,LD-2026-01090-2580,,,,,0,,email,2026-08-17 09:49:50.725+00,2026-08-17 09:58:35.559+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:49:50.724+00,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,,,,,,,,
63a3f316-e016-4f9e-bfb9-16a4934efc12,Yasmin,Qureshi,Designers Hub,yasmin@designershub.com,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,LD-2026-01092,,,,,0,,email,2026-08-17 09:51:33.648+00,2026-08-17 09:58:35.845+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:51:33.648+00,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,,,,,,,,
bf3f5483-8091-4072-865b-8ae36e245554,Hassan,Raza,KFN Holdings,hassan.raza@kfn.com.sa,+966551122334,NEW,LinkedIn,,95,LinkedIn Lead Gen Forms Mock,Enterprise Prefab Buildings,"{""simulated"":true,""linkedin_form_id"":""li_form_993"",""profile_url"":""linkedin.com/in/hassanraza""}",f,f,,,,adc833ad-1be5-41fe-9540-6f265e97aa49,LD-2026-01089,,,,,0,,email,2026-08-17 09:49:33.784+00,2026-08-17 09:58:35.041+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:49:33.783+00,,adc833ad-1be5-41fe-9540-6f265e97aa49,,,,,,,,
167fd06b-cba4-485f-bfbd-f0cbdfa20c1b,Yasmin,Qureshi,Designers Hub,yasmin@designershub.com,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,LD-2026-01090,,,,,0,,email,2026-08-17 09:49:50.487+00,2026-08-17 09:58:35.292+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:49:50.486+00,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,,,,,,,,
8f01bb90-1c5c-4d6d-908d-c7ab21aaba73,Yasmin,Qureshi,Designers Hub,yasmin@designershub.com,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,LD-2026-01093,,,,,0,,email,2026-08-17 09:53:33.714+00,2026-08-17 09:58:36.083+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:53:33.714+00,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,,,,,,,,
3f973869-4c02-4d62-8657-a43d3ec8ec6a,Tariq,Jameel,BuildCorp LLC,tariq@buildcorp.ae,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,695729d5-b8d4-4caf-9188-262a2db133aa,LD-2026-01095,,,,,0,,email,2026-08-17 09:57:33.976+00,2026-08-17 09:58:36.322+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:57:33.976+00,,695729d5-b8d4-4caf-9188-262a2db133aa,,,,,,,,
55af9445-e7a7-4001-bb56-90a74568245c,Yasmin,Qureshi,Designers Hub,yasmin@designershub.com,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,LD-2026-01096-9035,,,,,0,,email,2026-08-17 09:58:51.937+00,2026-08-17 10:08:12.933+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:58:51.937+00,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,,,,,,,,
dfa49f72-93c7-4c76-9039-b53909afd032,Hassan,Raza,KFN Holdings,hassan.raza@kfn.com.sa,+966551122334,NEW,LinkedIn,,95,LinkedIn Lead Gen Forms Mock,Enterprise Prefab Buildings,"{""simulated"":true,""linkedin_form_id"":""li_form_993"",""profile_url"":""linkedin.com/in/hassanraza""}",f,f,,,,adc833ad-1be5-41fe-9540-6f265e97aa49,LD-2026-01096-4341,,,,,0,,email,2026-08-17 09:58:51.991+00,2026-08-17 10:08:13.159+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:58:51.991+00,,adc833ad-1be5-41fe-9540-6f265e97aa49,,,,,,,,
0066ae41-55f3-40c0-a8e4-117af43d5cf0,Khaled,Al-Masri,Red Sea Dev,khaled@redseadev.sa,+966501234567,NEW,Email,,85,Gmail Mock Integration,GCC Site Cabin Campaign,"{""simulated"":true,""headers"":{""from"":""khaled@redseadev.sa"",""subject"":""Quote request for site cabins""}}",f,f,,,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,LD-2026-01096-6115,,,,,0,,email,2026-08-17 09:58:52.095+00,2026-08-17 10:08:13.381+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:58:52.095+00,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,,,,,,,,
a288fa1a-ba41-4106-a458-c670631093f8,Tariq,Jameel,BuildCorp LLC,tariq@buildcorp.ae,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,695729d5-b8d4-4caf-9188-262a2db133aa,LD-2026-01108-7706,,,,,0,,email,2026-08-17 10:06:27.269+00,2026-08-17 10:08:13.605+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:06:27.269+00,,695729d5-b8d4-4caf-9188-262a2db133aa,,,,,,,,
cfb06c50-8a98-4977-87c1-eecbdc3b772b,Hassan,Raza,KFN Holdings,hassan.raza@kfn.com.sa,+966551122334,NEW,LinkedIn,,95,LinkedIn Lead Gen Forms Mock,Enterprise Prefab Buildings,"{""simulated"":true,""linkedin_form_id"":""li_form_993"",""profile_url"":""linkedin.com/in/hassanraza""}",f,f,,,,adc833ad-1be5-41fe-9540-6f265e97aa49,LD-2026-01108-1857,,,,,0,,email,2026-08-17 10:06:27.38+00,2026-08-17 10:08:13.829+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:06:27.379+00,,adc833ad-1be5-41fe-9540-6f265e97aa49,,,,,,,,
43024d4c-3f94-4e22-a90d-0447711b8cb7,Majed,Al-Otaibi,Riyadh Construction,majed@riyadhconst.com,+966501234567,NEW,Email,,85,Gmail Mock Integration,GCC Site Cabin Campaign,"{""simulated"":true,""headers"":{""from"":""majed@riyadhconst.com"",""subject"":""Quote request for site cabins""}}",f,f,,,,e36adc11-50c5-40bd-b627-2db2eb404c50,LD-2026-01108-5536,,,,,0,,email,2026-08-17 10:06:27.426+00,2026-08-17 10:08:14.053+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:06:27.426+00,,e36adc11-50c5-40bd-b627-2db2eb404c50,,,,,,,,
ed00cf90-6981-45fa-849b-5f5f0faedc17,Yasmin,Qureshi,Designers Hub,yasmin@designershub.com,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,LD-2026-01111-7890,,,,,0,,email,2026-08-17 10:13:32.459+00,2026-08-17 10:14:08.106+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:13:32.448+00,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,,,,,,,,
8839710a-0f98-42fc-baff-48856c344205,Hassan,Raza,KFN Holdings,hassan.raza@kfn.com.sa,+966551122334,NEW,LinkedIn,,95,LinkedIn Lead Gen Forms Mock,Enterprise Prefab Buildings,"{""simulated"":true,""linkedin_form_id"":""li_form_993"",""profile_url"":""linkedin.com/in/hassanraza""}",f,f,,,,adc833ad-1be5-41fe-9540-6f265e97aa49,LD-2026-01111-8321,,,,,0,,email,2026-08-17 10:13:32.466+00,2026-08-17 10:14:08.342+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:13:32.466+00,,adc833ad-1be5-41fe-9540-6f265e97aa49,,,,,,,,
c144dfe2-3e87-4de4-95db-b7a656311f33,Khaled,Al-Masri,Red Sea Dev,khaled@redseadev.sa,+966501234567,NEW,Email,,85,Gmail Mock Integration,GCC Site Cabin Campaign,"{""simulated"":true,""headers"":{""from"":""khaled@redseadev.sa"",""subject"":""Quote request for site cabins""}}",f,f,,,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,LD-2026-01111-4693,,,,,0,,email,2026-08-17 10:13:32.621+00,2026-08-17 10:14:08.577+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:13:32.621+00,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,,,,,,,,
0a32cc7f-e0d0-4e9c-a739-ac97d820e36e,Tariq,Jameel,BuildCorp LLC,tariq@buildcorp.ae,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,695729d5-b8d4-4caf-9188-262a2db133aa,LD-2026-01114-5314,,,,,0,,email,2026-08-17 10:17:03.464+00,2026-08-17 10:29:18.03+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:17:03.464+00,,695729d5-b8d4-4caf-9188-262a2db133aa,,,,,,,,
505b1d5a-e6d8-4f08-8f20-6b4362ed5389,Yasmin,Qureshi,Designers Hub,yasmin@designershub.com,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,LD-2026-01094,,,,,0,,email,2026-08-17 09:55:33.894+00,2026-08-17 09:58:36.563+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 11:55:33.893+00,,c8790cac-50df-4f73-b38d-9f5ae1bf88ce,,,,,,,,
476ac479-860b-4e8b-a08c-951c315844fc,Hassan,Raza,KFN Holdings,hassan.raza@kfn.com.sa,+966551122334,NEW,LinkedIn,,95,LinkedIn Lead Gen Forms Mock,Enterprise Prefab Buildings,"{""simulated"":true,""linkedin_form_id"":""li_form_993"",""profile_url"":""linkedin.com/in/hassanraza""}",f,f,,,,adc833ad-1be5-41fe-9540-6f265e97aa49,LD-2026-01099-5186,,,,,0,,email,2026-08-17 10:00:25.826+00,2026-08-17 10:08:14.276+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:00:25.825+00,,adc833ad-1be5-41fe-9540-6f265e97aa49,,,,,,,,
ac21e7d0-eecf-471a-8da3-eaa572ba9e3c,Tariq,Jameel,BuildCorp LLC,tariq@buildcorp.ae,+971509876543,NEW,Facebook,,85,Meta Ads Lead Form Mock,Prefab Office Ads,"{""simulated"":true,""ad_id"":""meta_ad_prefab_101"",""lead_id"":""fb_lead_55029""}",f,f,,,,695729d5-b8d4-4caf-9188-262a2db133aa,LD-2026-01099-9156,,,,,0,,email,2026-08-17 10:00:25.894+00,2026-08-17 10:08:14.499+00,75a47989-b9ac-4733-a4ba-d3568a7b193c,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:00:25.893+00,,695729d5-b8d4-4caf-9188-262a2db133aa,,,,,,,,
30839925-256d-4e37-ba86-29bf058823cd,Khaled,Al-Masri,Red Sea Dev,khaled@redseadev.sa,+966501234567,NEW,Email,,85,Gmail Mock Integration,GCC Site Cabin Campaign,"{""simulated"":true,""headers"":{""from"":""khaled@redseadev.sa"",""subject"":""Quote request for site cabins""}}",f,f,,,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,LD-2026-01100-1476,,,,,0,,email,2026-08-17 10:00:26.076+00,2026-08-17 10:08:14.722+00,eed70aae-cb82-42cc-a98a-d55cdf52d3b8,Hot,f,,0,AUTOMATIC,Reply to Lead,2026-08-17 12:00:26.076+00,,d495c3f1-f1ca-4a27-b225-1a3bac55381b,,,,,,,,
